State_Name,YY_Crude_Death_Rate_Cdr_Total_Female,AA_Sample_Units_Total,YY_Crude_Death_Rate_Cdr_Rural_Person,AA_Sample_Units_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_Measles_Vaccine_Total,YY_Crude_Death_Rate_Cdr_Rural_Male,AA_Sample_Units_Urban,QQ_Institutional_Delivery_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_Measles_Vaccine_Rural,YY_Crude_Death_Rate_Cdr_Rural_Female,AA_Households_Total,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Vegetables_Fruits_Urban,YY_Crude_Death_Rate_Cdr_Urban_Person,AA_Households_Rural,TT_Children_Aged_12_23_Months_Fully_Immunized_Total,YY_Crude_Death_Rate_Cdr_Urban_Male,QQ_Delivery_At_Government_Institution_Rural,TT_Children_Aged_12_23_Months_Fully_Immunized_Rural,YY_Crude_Death_Rate_Cdr_Urban_Female,AA_Population_Total,YY_Post_Neo_Natal_Mortality_Rate_Total,YY_Post_Neo_Natal_Mortality_Rate_Rural,AA_Population_Urban,LL_Crude_Birth_Rate_Cbr_Total,RR_Mothers_Who_Received_Post_Natal_Check_Up_Within_48_Hrs_Of_Delivery_Total,AA_Ever_Married_Women_Aged_15_49_Years_Total,PP_Mothers_Who_Received_Anc_From_Govt_Source_Total,ZZ_Crude_Birth_Rate_Total_Upper_Limit,AA_Ever_Married_Women_Aged_15_49_Years_Rural,TT_Children_Who_Did_Not_Receive_Any_Vaccination_Total,AA_Ever_Married_Women_Aged_15_49_Years_Urban,LL_Natural_Growth_Rate_Total,ZZ_Crude_Birth_Rate_Rural_Upper_Limit,AA_Currently_Married_Women_Aged_15_49_Years_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_Bcg_Total,AA_Currently_Married_Women_Aged_15_49_Years_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_Bcg_Rural,BB_Currently_Married_Illiterate_Women_Aged_15_49_Years_Rural,ZZ_Crude_Death_Rate_Total_Lower_Limit,AA_Children_12_23_Months_Total,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Polio_Vaccine_Total,ZZ_Crude_Death_Rate_Rural_Lower_Limit,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Polio_Vaccine_Rural,ZZ_Crude_Death_Rate_Rural_Upper_Limit,EE_Marriages_Among_Males_Below_Legal_Age_21_Years_Total,YY_Crude_Death_Rate_Cdr_Total_Person,RR_New_Borns_Who_Were_Checked_Up_Within_24_Hrs_Of_Birth_Rural,TT_Children_Aged_12_23_Months_Who_Have_Received_3_Doses_Of_Dpt_Vaccine_Total,YY_Crude_Death_Rate_Cdr_Total_Male,YY_Infant_Mortality_Rate_Imr_Total_Person,State_District_Name
Odisha,8.4,39,9.0,35,88.84,9.5,4,69.7,88.38,8.5,10153,2.715,6.7,9669,46.06,8.0,63.11,45.19,5.4,40581,24.0,24.0,1938,22.2,72.31,7590.0,85.3,21.7,7199.0,1.46,391,14.9,22.1,7245.0,97.37,6876.0,97.34,55.23,8.3,1116,58.44,8.4,57.6,9.6,11.2,8.9,69.88,64.03,9.4,60.0,Nuapada
Odisha,7.2,75,7.5,70,90.21,7.7,5,88.98,90.61,7.3,17973,2.715,5.1,17274,54.81,4.9,78.79,54.97,5.3,65190,18.0,18.0,2460,20.3,85.51,13619.0,72.01,23.8,13085.0,0.77,534,11.4,24.3,13009.0,98.6,12512.0,98.56,12.28,6.8,1709,71.34,6.9,71.13,8.1,3.25,7.4,85.02,79.44,7.5,49.0,Nayagarh
Odisha,8.3,91,9.0,73,90.39,9.5,18,95.48,90.39,8.6,18552,4.93,7.2,15611,46.79,7.8,83.89,48.89,6.6,81246,34.0,37.0,12670,17.3,88.38,16114.0,66.98,18.2,13481.0,0.46,2633,8.6,18.2,15449.0,99.03,12957.0,98.93,13.74,8.2,1679,60.49,8.4,61.25,9.7,1.99,8.7,89.64,81.52,9.2,75.0,Puri
Odisha,7.7,54,8.6,43,82.82,9.4,11,58.1,83.73,7.8,9370,0.58,7.7,7481,34.89,8.3,51.62,35.82,7.0,35464,30.0,31.0,7300,22.5,69.07,7290.0,49.7,24.3,5743.0,0.77,1547,14.1,25.7,6549.0,98.3,5130.0,98.39,65.66,7.5,764,43.76,7.5,44.75,9.7,12.44,8.4,58.07,55.58,9.2,58.0,Rayagada
Odisha,8.1,60,10.1,38,87.18,10.6,22,79.88,89.46,9.5,11348,2.52,7.6,6995,78.46,9.3,72.84,79.75,5.8,47946,15.0,17.0,19145,18.6,86.43,9668.0,79.78,19.7,5747.0,0.75,3921,9.5,20.6,8855.0,98.93,5261.0,99.05,27.25,8.4,1797,93.72,9.2,93.67,10.9,5.33,9.1,83.42,85.25,10.1,47.0,Sambalpur
Odisha,7.5,73,7.6,65,90.45,7.6,8,82.75,91.07,7.6,14937,1.97,6.2,13937,69.66,6.5,79.15,70.1,6.0,59949,15.0,15.0,3948,20.6,88.54,10774.0,83.24,21.8,10046.0,0.51,728,13.1,21.9,10224.0,98.55,9532.0,98.46,22.7,7.0,1538,79.0,7.0,79.41,8.2,3.56,7.5,86.24,84.89,7.6,49.0,Sonapur
Odisha,6.1,89,8.5,49,92.63,9.5,40,77.9,91.95,7.4,15383,2.39,4.6,10785,82.95,5.7,72.81,80.1,3.4,66906,14.0,17.0,19788,17.8,84.42,12915.0,80.5,18.8,8882.0,0.87,4033,10.5,20.1,12049.0,98.36,8250.0,98.12,31.18,6.7,2169,89.7,7.8,87.07,9.2,5.69,7.2,78.32,91.11,8.2,47.0,Sundargarh
Rajasthan,5.5,69,6.5,34,90.8,7.2,35,71.6,91.0,5.7,12661,2.4,5.9,8595,85.4,6.6,51.8,84.5,5.2,62077,19.0,19.0,19093,23.3,77.1,12334.0,46.3,24.6,8621.0,5.8,3713,17.0,27.1,11728.0,93.3,8184.0,93.2,31.1,5.9,1836,90.4,6.0,90.3,6.9,30.9,6.3,68.9,89.6,7.0,50.0,Ajmer
Rajasthan,5.2,61,5.8,48,89.8,6.3,13,83.4,89.6,5.3,12531,6.4,5.5,10883,84.4,6.3,67.2,83.7,4.6,63431,19.0,19.0,7393,22.3,83.7,12264.0,45.9,23.8,10875.0,5.8,1389,16.5,24.3,11869.0,93.8,10528.0,93.4,49.2,5.3,1635,89.8,5.4,89.0,6.3,28.9,5.8,79.8,90.4,6.3,52.0,Alwar
Rajasthan,6.6,44,7.3,39,90.2,7.9,5,83.0,90.0,6.8,10056,6.85,5.2,9575,84.8,7.1,74.2,84.6,3.2,50613,21.0,21.0,2193,30.0,85.2,9558.0,43.0,31.4,9088.0,4.6,470,22.8,32.2,9241.0,91.3,8789.0,90.9,72.2,6.7,2142,88.1,6.8,87.8,7.9,33.8,7.2,78.2,88.1,7.8,57.0,Banswara
Rajasthan,5.9,52,6.8,39,85.2,7.4,13,93.0,85.1,6.2,9597,4.7,4.3,8159,79.3,4.4,85.4,79.0,4.1,47071,20.0,19.0,6905,24.9,92.2,9170.0,49.9,25.9,7851.0,1.6,1319,18.5,27.1,8759.0,97.2,7516.0,96.6,55.0,5.9,2050,87.4,6.3,86.7,7.3,27.2,6.4,90.3,85.2,6.9,55.0,Baran
Rajasthan,5.9,57,6.3,50,67.1,6.6,7,44.7,66.0,5.9,9989,14.4,5.8,9243,62.1,5.7,38.2,61.7,5.8,56230,17.0,17.0,4392,31.8,59.4,10443.0,62.5,33.6,9592.0,18.2,851,25.5,34.1,10152.0,76.0,9323.0,74.9,73.0,5.8,2801,66.4,5.8,66.0,6.8,25.5,6.2,56.4,64.9,6.6,70.0,Barmer
Rajasthan,5.2,76,5.8,55,90.1,6.2,21,73.9,90.5,5.3,15455,7.4,5.4,13262,84.8,5.9,61.7,85.1,4.8,82195,12.0,12.0,11255,23.0,84.5,14650.0,25.9,24.6,12622.0,5.1,2028,17.4,25.4,14244.0,94.1,12277.0,94.3,47.1,5.2,2414,89.1,5.3,89.3,6.2,23.8,5.7,77.9,89.8,6.1,49.0,Bharatpur
Rajasthan,6.4,41,7.6,29,83.1,8.3,12,68.1,81.9,6.8,7055,9.4,5.6,6073,68.0,6.3,55.1,65.2,4.9,34011,17.0,19.0,5156,22.0,78.3,7473.0,40.3,23.5,6369.0,5.6,1104,14.8,24.6,7061.0,91.8,6011.0,90.2,69.7,6.5,984,70.9,6.8,67.8,8.4,49.9,7.2,71.3,75.9,7.9,64.0,Bhilwara
Rajasthan,5.6,57,6.7,31,84.6,7.3,26,55.6,81.9,6.0,8976,5.0,5.2,6098,78.9,5.5,48.5,76.5,4.9,47043,15.0,19.0,14219,24.1,71.0,8960.0,55.1,25.7,6142.0,9.9,2818,18.0,27.7,8692.0,89.0,5979.0,86.3,63.7,5.4,1032,83.5,5.8,81.3,7.6,17.7,6.1,58.0,82.7,6.6,47.0,Bikaner
Rajasthan,7.1,56,7.9,41,80.7,8.5,15,84.9,78.6,7.3,10779,12.0,6.6,8730,64.0,6.6,78.0,61.4,6.7,51903,18.0,20.0,9780,22.9,89.1,10984.0,53.2,24.0,8994.0,2.2,1990,15.3,25.4,10457.0,95.5,8574.0,94.6,58.3,7.0,1937,73.9,7.3,71.1,8.6,38.6,7.6,83.6,69.9,8.1,65.0,Bundi
Rajasthan,4.5,56,6.1,43,80.4,7.3,13,82.7,78.8,4.8,9878,7.3,3.8,8386,70.5,4.4,75.2,69.0,3.3,46014,16.0,18.0,7000,20.8,83.9,10065.0,52.0,21.9,8621.0,4.2,1444,15.2,22.9,9512.0,92.8,8149.0,91.6,64.6,5.1,1246,75.4,5.5,72.7,6.7,40.4,5.7,80.7,74.8,6.8,63.0,Chittaurgarh
Rajasthan,5.3,51,6.0,32,88.9,6.9,19,69.0,88.7,5.1,9179,1.1,5.8,7609,81.5,5.9,57.9,80.6,5.8,50031,18.0,20.0,8538,23.0,72.8,10085.0,50.1,24.5,8393.0,7.2,1692,17.0,25.6,9858.0,91.9,8217.0,91.5,53.4,5.4,1208,87.1,5.5,86.5,6.6,30.8,6.0,70.4,85.8,6.6,48.0,Churu
Rajasthan,6.4,45,6.8,38,89.2,7.2,7,85.7,89.4,6.4,11573,4.3,6.3,10793,83.1,5.8,57.3,82.9,6.7,56247,22.0,23.0,3908,21.8,87.5,10486.0,38.2,22.6,9781.0,3.5,705,15.1,22.8,10193.0,96.1,9514.0,96.1,47.4,6.2,1695,86.8,6.3,86.7,7.3,41.4,6.7,81.0,86.9,7.1,53.0,Dausa
Rajasthan,5.5,42,6.4,31,75.6,6.7,11,79.2,76.1,6.2,7200,16.6,4.3,5828,45.2,5.1,71.2,43.4,3.5,41839,21.0,22.0,8348,28.6,78.4,7334.0,40.4,29.9,5869.0,3.0,1465,22.7,31.5,7010.0,93.4,5602.0,93.4,69.6,5.5,1814,57.9,6.0,56.4,6.9,32.6,5.9,76.1,55.4,6.3,58.0,Dhaulpur
Rajasthan,5.8,64,6.6,57,85.2,7.3,7,72.2,84.8,6.0,16102,8.0,5.4,15134,79.6,6.7,62.8,79.0,4.1,79867,23.0,23.0,4621,27.4,74.7,15486.0,42.5,28.6,14503.0,4.9,983,20.8,29.4,14761.0,91.3,13825.0,90.7,68.5,6.2,3044,83.2,6.3,82.6,7.0,28.0,6.6,66.7,82.8,7.3,63.0,Dungarpur
Rajasthan,6.1,88,6.2,57,93.9,6.2,31,84.2,93.3,6.3,13682,5.6,5.9,9839,85.6,6.1,63.6,84.5,5.8,63722,18.0,18.0,17273,22.1,89.8,12568.0,54.2,23.2,9098.0,1.8,3470,15.9,24.6,12081.0,97.8,8778.0,98.1,44.9,5.6,1267,88.9,5.7,88.2,6.8,11.3,6.2,87.9,93.8,6.2,52.0,Ganganagar
Rajasthan,5.5,58,6.2,42,94.0,6.6,16,70.0,93.9,5.6,11394,1.0,5.7,9838,92.1,6.3,45.5,92.4,5.1,56623,16.0,17.0,7543,22.9,87.0,11028.0,50.1,24.8,9590.0,2.5,1438,16.8,25.5,10624.0,97.5,9254.0,97.6,48.9,5.4,1014,96.1,5.5,96.8,6.9,18.8,6.1,83.5,94.8,6.6,45.0,Hanumangarh
Rajasthan,5.2,82,5.9,33,90.8,6.5,49,92.1,87.7,5.2,13538,4.7,5.5,7023,81.1,5.8,64.0,76.1,5.1,67309,15.0,22.0,29934,22.5,88.8,13335.0,52.1,23.7,7435.0,3.9,5900,16.9,24.6,12882.0,95.5,7180.0,94.2,48.1,5.2,1520,86.4,5.2,82.4,6.6,21.0,5.7,85.0,86.2,6.1,50.0,Jaipur
Rajasthan,5.6,48,6.8,37,78.4,7.7,11,37.8,76.9,5.7,7463,2.1,5.5,6143,73.9,5.9,34.2,72.7,5.1,39634,22.0,23.0,6280,23.9,51.6,7004.0,71.8,25.7,5739.0,9.3,1265,17.3,26.5,6833.0,88.0,5601.0,86.0,59.0,5.8,965,81.7,5.8,80.9,7.7,21.9,6.6,40.9,83.5,7.4,50.0,Jaisalmer
Rajasthan,6.3,56,7.4,49,70.2,8.5,7,59.3,69.3,6.5,13963,5.8,5.8,13191,65.7,6.6,37.7,65.3,4.9,72994,20.0,20.0,3998,27.1,69.7,13989.0,56.1,28.5,13204.0,8.0,785,19.8,29.3,13524.0,79.2,12769.0,78.9,75.2,6.7,3468,73.4,6.8,72.9,8.1,25.5,7.3,65.8,72.3,8.3,72.0,Jalor
Rajasthan,6.7,56,8.0,44,77.2,8.8,12,83.0,76.2,7.0,9564,8.7,5.6,8103,66.4,6.1,74.1,66.0,5.0,46561,17.0,18.0,7092,24.6,89.1,9844.0,48.0,26.0,8465.0,3.0,1379,17.0,27.2,9353.0,94.9,8063.0,94.4,69.2,7.0,1728,77.1,7.3,75.8,8.6,33.8,7.6,83.9,77.0,8.4,63.0,Jhalawar
Rajasthan,5.0,84,5.9,60,86.6,6.7,24,89.6,88.3,5.0,21572,1.3,5.1,18338,79.5,5.3,48.1,82.7,4.9,102887,12.0,13.0,16179,22.8,91.6,21214.0,31.7,23.9,17962.0,3.6,3252,17.1,25.0,20552.0,95.9,17373.0,97.7,26.7,5.3,2524,90.0,5.5,92.2,6.3,11.9,5.7,86.5,87.5,6.4,48.0,Jhunjhunun
Rajasthan,5.5,66,6.0,37,79.5,6.3,29,59.1,74.5,5.7,12981,4.6,6.1,9939,73.8,7.0,46.9,68.2,5.1,67124,17.0,19.0,14721,23.5,68.1,13027.0,61.7,24.6,9986.0,16.1,3041,17.5,25.1,12636.0,82.9,9715.0,77.5,69.8,5.5,1455,78.8,5.3,73.0,6.7,24.3,6.0,55.4,77.9,6.5,46.0,Jodhpur
Rajasthan,6.1,32,6.7,25,77.7,6.7,7,85.2,76.5,6.8,6492,9.3,4.7,5562,39.8,6.1,72.3,37.0,3.2,34118,25.0,25.0,4919,26.8,84.2,6226.0,43.7,28.8,5327.0,2.4,899,20.5,30.4,5972.0,93.8,5113.0,92.9,75.0,5.6,1407,71.1,6.1,68.6,7.3,39.4,6.3,84.1,44.7,6.5,69.0,Karauli
Rajasthan,5.2,68,7.0,25,88.3,6.8,43,80.5,89.1,7.3,9148,9.0,4.3,4762,80.7,5.1,65.4,79.2,3.5,43845,12.0,16.0,20515,21.6,86.8,8790.0,42.1,22.9,4622.0,1.3,4168,16.0,25.8,8320.0,97.6,4394.0,97.3,53.1,5.0,1534,86.7,6.1,85.1,7.9,13.2,5.6,78.8,86.6,5.9,36.0,Kota
Rajasthan,5.6,66,6.4,50,91.4,7.1,16,82.6,92.1,5.7,13929,0.9,5.5,12546,84.1,5.7,69.7,84.1,5.3,76264,13.0,13.0,7850,23.0,77.8,14828.0,72.9,24.1,13350.0,5.4,1478,16.8,24.3,14237.0,94.1,12820.0,94.9,52.0,5.8,1591,89.3,5.9,89.4,6.9,32.2,6.3,76.1,88.5,6.8,52.0,Nagaur
Rajasthan,5.7,64,7.3,45,74.2,8.6,19,70.8,73.3,6.1,14276,9.2,4.9,12110,65.1,5.2,60.3,66.3,4.5,68494,15.0,15.0,10850,22.7,77.3,13429.0,52.5,24.2,11213.0,6.8,2216,15.9,25.7,12754.0,91.1,10608.0,89.9,61.8,6.2,2167,71.3,6.7,71.3,7.9,27.7,6.8,71.2,73.5,7.8,54.0,Pali
Rajasthan,7.2,38,8.8,31,82.6,9.9,7,76.1,81.9,7.7,9546,11.1,4.6,8438,65.0,5.2,66.9,63.7,4.0,44537,21.0,23.0,5344,27.1,76.1,9511.0,53.5,28.7,8425.0,5.9,1086,18.9,30.3,8961.0,91.1,7934.0,90.2,50.3,7.6,1556,71.8,8.1,70.1,9.5,38.2,8.2,72.0,72.2,9.2,59.0,Rajsamand
Rajasthan,6.5,34,7.9,25,72.7,8.5,9,82.1,72.8,7.3,6347,9.9,4.7,5185,49.0,5.6,66.8,47.7,3.8,32486,19.0,20.0,6147,26.8,80.5,6182.0,37.7,28.8,5025.0,3.1,1157,19.6,31.1,5968.0,91.8,4852.0,91.3,69.5,6.3,1367,60.6,7.0,60.2,8.9,37.0,7.1,77.1,56.4,7.8,67.0,Sawai Madhopur
Rajasthan,5.4,81,6.0,58,92.6,6.3,23,84.7,93.1,5.6,16374,5.2,5.2,14046,85.5,5.4,48.9,86.8,4.9,86858,19.0,19.0,12357,23.1,85.1,17386.0,35.2,24.1,14919.0,4.8,2467,17.4,24.8,16911.0,94.9,14512.0,95.6,31.5,5.3,1777,90.0,5.5,91.5,6.4,21.9,5.8,80.5,89.9,6.1,50.0,Sikar
Rajasthan,6.3,52,7.3,39,73.8,8.1,13,81.9,72.7,6.5,11466,7.3,5.5,10382,66.0,5.8,57.4,64.9,5.1,56009,21.0,22.0,5325,23.8,84.6,10930.0,38.5,25.1,9892.0,7.0,1038,16.7,26.6,10364.0,86.7,9378.0,85.7,71.5,6.5,2088,69.0,6.7,67.8,8.0,20.3,7.0,81.1,70.2,7.8,65.0,Sirohi
Rajasthan,7.2,55,8.4,39,75.5,8.7,16,80.5,73.6,8.1,12031,30.5,4.4,10063,53.7,4.7,65.8,48.7,4.2,61700,18.0,21.0,10973,22.7,79.9,12976.0,55.3,23.9,10794.0,3.0,2182,15.2,24.3,12402.0,95.3,10319.0,94.6,58.7,6.8,2137,63.7,7.6,58.6,9.3,41.6,7.5,75.9,60.4,7.8,57.0,Tonk
Rajasthan,7.2,42,9.1,31,85.0,10.2,11,65.3,82.4,8.0,7874,11.0,5.7,6430,81.9,6.6,58.8,79.8,4.7,38379,21.0,23.0,6998,28.8,66.9,7696.0,53.1,30.5,6212.0,4.9,1484,20.6,33.2,7366.0,90.2,5966.0,88.4,71.3,7.5,1828,87.3,8.2,85.9,10.1,31.9,8.3,55.7,85.1,9.3,63.0,Udaipur
Uttar Pradesh,6.23,96,7.21,44,64.51,7.4,52,68.07,62.72,7.0,20911,3.93,6.1,12354,44.28,6.61,36.92,42.7,5.51,125614,16.73,17.2,50065,23.39,81.4,22161.0,54.83,24.27,13372.0,3.76,8789,16.75,26.42,21273.0,90.73,12917.0,89.87,44.56,6.19,5658,53.53,6.6,51.43,7.82,18.48,6.64,78.07,52.16,6.99,51.4,Agra
Uttar Pradesh,6.82,46,8.48,28,67.55,8.66,18,55.95,65.64,8.28,8844,4.92,5.51,6498,53.63,7.08,34.42,51.19,3.77,52583,19.33,22.42,14981,25.99,88.54,8743.0,67.0,27.26,6406.0,1.55,2337,18.48,29.47,8350.0,92.99,6134.0,92.43,47.59,6.88,2010,64.2,7.69,61.36,9.27,15.8,7.51,85.77,63.72,8.14,70.04,Aligarh
Uttar Pradesh,7.87,54,9.36,36,61.61,10.42,18,55.7,60.89,8.35,11563,17.61,7.38,9098,54.88,8.49,39.93,54.29,6.21,61029,21.81,23.4,12357,25.14,94.75,11068.0,69.06,27.02,8852.0,10.63,2216,16.24,29.83,10603.0,77.08,8513.0,77.3,55.06,8.39,2954,62.0,8.83,61.39,9.9,9.44,8.9,92.48,60.93,9.95,81.41,Allahabad
Uttar Pradesh,7.7,36,9.01,31,67.98,10.52,5,65.23,67.85,7.7,7923,6.29,7.93,7311,63.67,7.93,49.62,63.48,7.9,44698,16.37,16.53,3447,23.96,77.67,8085.0,57.72,25.6,7471.0,11.86,614,15.04,25.93,7794.0,82.32,7203.0,82.2,49.75,8.21,1894,71.92,8.24,72.0,9.79,14.78,8.93,75.39,69.94,10.31,63.16,Ambedkar Nagar
Uttar Pradesh,7.87,88,9.02,71,60.19,9.7,17,50.76,60.7,8.23,21590,15.22,6.83,18312,46.25,7.41,40.77,46.92,6.18,107619,17.67,19.11,16462,23.92,60.5,17882.0,59.8,24.88,15017.0,11.41,2865,15.29,25.85,17244.0,84.91,14504.0,85.66,35.91,8.21,3627,60.19,8.56,61.02,9.47,13.1,8.63,68.3,59.52,9.3,58.45,Auraiya
Uttar Pradesh,8.21,83,9.5,73,62.56,10.63,10,67.75,62.56,8.48,16962,18.69,5.79,15675,56.68,6.39,43.59,56.53,5.21,103165,16.76,16.21,7721,24.0,84.72,18127.0,56.84,25.27,16847.0,8.34,1280,14.82,25.78,17543.0,84.07,16303.0,84.07,46.84,8.55,4429,68.66,8.85,68.44,10.15,12.78,9.18,83.44,67.19,10.26,74.19,Azamgarh
Uttar Pradesh,8.67,72,9.04,52,83.01,9.74,20,68.41,84.36,8.23,15648,6.75,11.33,13538,75.02,12.16,34.06,76.36,10.33,95759,17.15,18.71,13310,22.11,89.89,15931.0,58.49,23.07,13808.0,2.58,2123,12.58,23.55,15274.0,95.4,13243.0,96.15,35.63,9.0,3848,82.13,8.56,83.28,9.51,10.73,9.53,88.79,81.99,10.27,52.24,Baghpat
Uttar Pradesh,7.85,76,8.04,65,47.08,8.07,11,32.17,46.18,8.0,22906,6.85,6.28,21749,27.47,6.77,26.91,26.86,5.74,121402,22.26,22.18,6947,31.98,70.36,21397.0,48.44,33.06,20275.0,8.19,1122,24.06,33.87,20672.0,83.25,19602.0,83.08,76.89,7.48,6887,36.91,7.59,36.23,8.48,36.61,7.92,81.57,43.59,7.99,66.49,Bahraich
Uttar Pradesh,7.77,56,8.39,47,78.67,8.67,9,56.33,79.21,8.11,15606,7.07,6.08,14265,71.03,7.15,38.61,71.54,4.88,87623,16.5,16.1,7479,24.27,79.99,14713.0,67.04,25.77,13511.0,5.09,1202,16.14,26.75,14210.0,89.08,13053.0,89.21,45.32,7.63,3076,79.55,7.86,79.48,8.91,15.52,8.13,79.8,76.52,8.49,68.8,Ballia
Uttar Pradesh,10.3,32,10.47,28,42.92,10.67,4,29.26,42.16,10.3,7315,6.29,9.55,7044,36.4,9.16,23.72,35.5,9.9,42016,27.21,26.39,1598,35.37,89.27,7615.0,52.97,38.04,7359.0,27.46,256,24.94,38.64,7426.0,62.39,7186.0,61.95,75.29,9.59,2708,45.32,9.61,44.52,11.33,34.1,10.43,86.51,44.07,10.59,87.11,Balrampur
Uttar Pradesh,8.8,47,9.17,40,76.82,9.56,7,72.71,75.03,8.75,11915,6.59,9.19,10974,43.58,9.31,66.92,40.28,9.05,59266,19.56,17.76,4472,27.42,70.49,10018.0,72.14,28.71,9207.0,3.19,811,18.24,29.65,9620.0,95.08,8855.0,94.23,58.19,8.41,3296,60.36,8.5,56.75,9.84,13.34,9.17,68.78,55.77,9.52,55.25,Banda
Uttar Pradesh,7.77,46,7.89,39,74.51,7.91,7,59.48,74.12,7.87,11232,0.5,4.93,10594,43.91,3.56,50.46,42.2,6.52,58722,16.08,16.28,3761,25.46,57.16,9735.0,48.51,26.44,9149.0,7.11,586,17.79,26.86,9388.0,92.55,8835.0,92.44,60.86,7.12,2704,53.71,7.31,52.25,8.47,24.44,7.66,66.6,68.3,7.57,67.83,Barabanki
Uttar Pradesh,8.73,67,9.39,38,54.05,9.3,29,43.19,52.78,9.49,13678,8.38,7.38,9155,41.38,7.36,25.29,39.1,7.4,78492,26.38,30.09,25596,25.86,76.7,12703.0,70.75,26.93,8489.0,4.32,4214,17.2,30.02,12151.0,84.28,8199.0,82.96,68.83,8.08,3618,54.47,8.68,52.51,10.1,18.46,8.66,73.64,53.82,8.6,78.01,Bareilly
Uttar Pradesh,11.5,55,11.46,50,72.46,12.42,5,54.54,72.07,10.6,8393,6.29,5.93,7678,66.23,6.82,47.44,65.71,5.0,48055,20.39,20.77,3984,26.97,90.6,8409.0,75.32,28.63,7715.0,6.6,694,15.89,29.58,8099.0,86.34,7425.0,85.99,54.47,10.15,2132,74.12,10.45,73.65,12.46,22.27,11.08,89.94,73.28,12.0,80.78,Basti
Uttar Pradesh,7.39,46,8.27,31,77.77,8.69,15,57.74,77.29,7.82,8748,4.7,5.77,6962,69.22,5.63,27.78,68.84,5.92,49416,14.09,13.48,10351,23.79,87.74,8164.0,64.8,25.34,6514.0,3.1,1650,16.09,26.08,7805.0,92.69,6253.0,92.31,47.71,6.98,2011,76.79,7.41,76.52,9.12,6.5,7.7,83.5,76.19,7.99,61.52,Bijnor
Uttar Pradesh,9.19,39,9.67,29,47.01,9.65,10,49.11,47.12,9.69,8999,8.15,7.65,7710,30.65,8.29,37.07,30.67,7.0,51993,19.15,20.77,7505,30.51,62.54,8673.0,71.93,32.06,7388.0,5.19,1285,21.2,32.3,8326.0,83.46,7099.0,83.08,71.34,8.34,2895,47.23,8.71,46.87,10.63,39.67,9.3,60.65,45.71,9.41,84.28,Budaun
Uttar Pradesh,8.93,44,10.04,30,70.91,10.24,14,49.91,71.05,9.81,10578,6.18,6.68,7846,52.35,6.21,29.16,52.11,7.2,59473,19.98,16.94,15865,26.05,91.42,10229.0,65.42,27.4,7507.0,2.0,2722,17.14,28.09,9787.0,91.36,7185.0,92.54,46.68,8.27,2601,64.97,9.35,64.5,10.73,11.31,8.91,88.78,64.92,8.89,67.87,Bulandshahar
Uttar Pradesh,8.87,70,9.47,59,65.62,9.93,11,60.84,65.95,9.01,15936,21.49,8.88,14482,60.2,10.1,42.43,60.36,7.58,92389,21.13,21.16,8192,26.11,89.86,17283.0,73.0,27.58,15865.0,9.39,1418,16.7,28.26,16753.0,84.1,15399.0,84.43,41.57,8.84,3492,71.41,8.89,71.68,10.06,29.17,9.41,89.21,70.31,9.95,77.03,Chandauli
Uttar Pradesh,8.55,66,8.87,56,62.34,8.93,10,64.44,61.59,8.81,16937,6.18,6.54,15538,48.05,6.83,57.74,47.15,6.22,88832,22.29,22.11,6943,24.59,62.11,14998.0,43.58,25.87,13786.0,5.43,1212,15.96,26.95,14481.0,92.36,13336.0,91.96,64.44,8.1,3732,66.63,8.33,65.93,9.42,20.88,8.64,71.6,61.69,8.71,67.32,Chitrakoot
Uttar Pradesh,9.11,60,10.31,52,70.36,11.59,8,64.47,71.3,9.22,11641,11.49,9.38,10620,66.35,10.52,50.88,67.15,8.34,65914,16.05,15.71,5450,25.73,86.36,11974.0,63.18,27.05,10990.0,8.07,984,15.54,27.72,11616.0,86.84,10667.0,86.68,48.73,9.63,2827,76.61,9.73,77.39,10.88,11.44,10.19,85.61,75.67,11.45,69.76,Deoria
Uttar Pradesh,7.17,45,8.03,34,56.39,8.95,11,54.12,53.46,6.98,9054,2.99,7.39,8078,39.96,6.63,39.73,36.96,8.25,52944,18.14,19.1,5621,27.61,73.72,8662.0,74.62,29.27,7684.0,3.01,978,19.68,30.43,8322.0,88.45,7398.0,87.75,51.41,7.33,2755,54.39,7.39,52.12,8.67,24.65,7.93,70.73,53.04,8.61,66.55,Etah
Uttar Pradesh,7.95,66,8.61,45,75.72,8.95,21,59.21,72.69,8.22,16067,6.09,7.03,12867,57.98,7.05,49.95,54.6,7.01,76793,14.93,15.76,14867,22.64,63.26,13043.0,41.22,23.46,10541.0,7.28,2502,14.38,24.73,12588.0,91.28,10169.0,90.93,35.23,7.68,3061,72.74,7.94,69.85,9.29,14.08,8.26,57.12,69.16,8.52,55.93,Etawah
